user.id,user.firstname,user.lastname,user.password,user.age,user.gender,user.admin
jceeh@Oradinosaur.com,Ina,Higgins,BN55X31R34,56,0,0
tfvdy@Oradinosaur.com,Lettie,Evans,SO24T88U89,49,0,0
iusba@Oradinosaur.com,Earl,Berry,FN84J29T52,50,0,0
oexuq@Oradinosaur.com,Oscar,Newton,GU46P18Z82,29,0,0
cbdoz@Oradinosaur.com,Derrick,Stevens,GG51L54P18,85,1,0
thycg@Oradinosaur.com,Cora,Rodgers,BX48A15X34,15,1,0
qzzpv@Oradinosaur.com,Don,Beck,LZ27U99M91,51,1,0
pvlkl@Oradinosaur.com,Lillie,Pierce,CG21I65N32,19,1,0
ausag@Oradinosaur.com,Cora,Fernandez,GB40Y11X22,18,0,0
ylyci@Oradinosaur.com,Lily,Bryant,KL78H72S91,77,1,0
gswwl@Oradinosaur.com,Todd,Lee,GI35O82Q79,52,0,0
xwlii@Oradinosaur.com,Edward,Schneider,ZR88H76O71,52,1,0
pwosn@Oradinosaur.com,Rodney,Stone,RE74I60J28,13,1,0
flzsx@Oradinosaur.com,Mable,Taylor,SZ85I71E80,42,0,0
adqrs@Oradinosaur.com,Cory,Garcia,GG60F72H62,75,0,0
mgrnv@Oradinosaur.com,Ora,Lambert,PL51B97T96,25,0,0
ruunx@Oradinosaur.com,Carl,Cox,SW71P10P75,85,1,0
nsyxe@Oradinosaur.com,Fanny,Schneider,NW16B34P32,52,1,0
pqbtd@Oradinosaur.com,Anthony,Jimenez,MA41S18Q80,81,0,0
idgio@Oradinosaur.com,Lela,Brewer,CL92H13X25,57,1,0
azwhg@Oradinosaur.com,Ricardo,Dean,GC32H22F10,15,0,0
wcibf@Oradinosaur.com,Timothy,Ford,CF62W26K24,91,1,0
qljxm@Oradinosaur.com,Terry,Rhodes,LV84G44L85,84,1,0
qvfdn@Oradinosaur.com,Cynthia,Patterson,PA58G17U95,29,0,0
dlsae@Oradinosaur.com,Bill,Francis,WC87N85X83,62,0,0
kquph@Oradinosaur.com,Bettie,Colon,WM63S60B98,76,1,0
cakij@Oradinosaur.com,Violet,Garner,UQ98K66X58,24,1,0
jnqxh@Oradinosaur.com,Nancy,Barton,WP56B91R70,64,1,0
hgkef@Oradinosaur.com,Alan,Crawford,KI53C55E51,66,1,0
pvxvw@Oradinosaur.com,Allie,Jensen,HF59I67S56,82,0,0
bpxau@Oradinosaur.com,Eddie,White,PC75C41P81,86,1,0
hpqwy@Oradinosaur.com,Agnes,Beck,HP31E71Z63,20,0,0
dhcem@Oradinosaur.com,Nellie,Ingram,LE56E98I87,42,1,0
hfamx@Oradinosaur.com,Alex,Carr,QJ96A24A77,96,1,0
mnzkm@Oradinosaur.com,Marguerite,Copeland,NJ54Q63B41,99,0,0
hxqbx@Oradinosaur.com,Belle,Black,BV35G42D38,21,1,0
dhfyd@Oradinosaur.com,Alejandro,Summers,XS30W15M16,31,1,0
sjtha@Oradinosaur.com,Shane,Bowen,HZ45M69H90,25,1,0
sdyit@Oradinosaur.com,Julia,Rice,RK96D79S20,40,1,0
wvkaf@Oradinosaur.com,Juan,Daniel,JN80O78K65,56,1,0
kzpvn@Oradinosaur.com,Miguel,Wood,GK42E65A28,86,0,0
rcuti@Oradinosaur.com,Betty,Palmer,FI36F76Q83,76,1,0
ahyro@Oradinosaur.com,Albert,Harrison,XW90M13B21,78,0,0
qebks@Oradinosaur.com,Barbara,Bowman,FF95U88O84,53,0,0
lhran@Oradinosaur.com,Cecelia,Boone,VC27R18N99,47,0,0
kixrm@Oradinosaur.com,Jason,Stevenson,DZ93Z69X89,68,0,0
foicm@Oradinosaur.com,Henry,Watts,FM11K94M81,12,1,0
gauqv@Oradinosaur.com,Don,Warren,DY19M36M54,59,0,0
azycd@Oradinosaur.com,Mathilda,Ingram,HB82R36H10,88,1,0
xiael@Oradinosaur.com,Tony,Nichols,DN88E18F14,41,0,0
cdilb@Oradinosaur.com,Richard,French,HV72U80T63,67,1,0
baumm@Oradinosaur.com,Samuel,Terry,OO78F85R79,26,1,0
ehzje@Oradinosaur.com,Alta,Andrews,OG97M29Z55,83,1,0
kthid@Oradinosaur.com,Celia,Estrada,TH53B93U72,52,1,0
bbqli@Oradinosaur.com,Adam,Buchanan,KF35O88R79,71,0,0
yashl@Oradinosaur.com,Ann,White,PN79T45Z43,26,1,0
iyidw@Oradinosaur.com,Alfred,Tucker,NU94M45N37,62,0,0
ijfkl@Oradinosaur.com,Franklin,Vasquez,EW70E55B87,78,1,0
osmpa@Oradinosaur.com,Harriet,Collier,OV79Y29M51,24,1,0
wowur@Oradinosaur.com,Adam,Hodges,OU75Q32X51,20,1,0
dqirn@Oradinosaur.com,Teresa,Sharp,TM50R48C99,38,1,0
qwgba@Oradinosaur.com,Nell,Gonzalez,WB98J65T26,90,1,0
quasl@Oradinosaur.com,Douglas,Strickland,HP86Z17O64,44,0,0
czmzg@Oradinosaur.com,Viola,Owen,ZT52W20M97,40,1,0
ibuml@Oradinosaur.com,Ola,Chapman,WQ96L69C57,75,0,0
oldse@Oradinosaur.com,Benjamin,Kelly,IQ47N93I51,64,0,0
kqpwf@Oradinosaur.com,Edgar,Warren,YQ17G14F96,90,1,0
iskps@Oradinosaur.com,Jayden,Moore,VD84I40C22,83,0,0
fuldi@Oradinosaur.com,Agnes,Silva,LE78B99I60,14,1,0
onytp@Oradinosaur.com,Alvin,Caldwell,EZ84U54A61,44,0,0
wqjvk@Oradinosaur.com,Leah,Garrett,XJ48M73D55,90,0,0
vuvxn@Oradinosaur.com,Isabella,Robinson,HV93E59Z76,27,1,0
bkivg@Oradinosaur.com,Mitchell,Ortiz,AT44M78M79,81,0,0
snwja@Oradinosaur.com,Catherine,Peters,NZ32T76U85,47,1,0
ojprr@Oradinosaur.com,Dean,Spencer,VT15X10K59,76,0,0
xcilf@Oradinosaur.com,Nellie,Fitzgerald,SN91U35A39,77,1,0
uhdvi@Oradinosaur.com,Troy,Garza,ID27A47W83,70,0,0
zdwrc@Oradinosaur.com,Glen,Benson,GF49U59Y38,19,1,0
xpabt@Oradinosaur.com,Fannie,Hale,QH25O18D70,42,1,0
xxxne@Oradinosaur.com,Marian,Torres,MR23Y21N52,50,1,0
lgqrx@Oradinosaur.com,Marc,Figueroa,DX45D29F23,90,1,0
icwlm@Oradinosaur.com,Russell,Bishop,EU63X97U33,34,1,0
wqppw@Oradinosaur.com,Bernice,Curry,BS74A81M71,97,0,0
wmyua@Oradinosaur.com,Isaiah,Guzman,YE53J14S73,18,1,0
yuxtd@Oradinosaur.com,Barry,Bush,IL57V17P96,83,1,0
bpogc@Oradinosaur.com,Terry,Edwards,AA28R10K19,18,0,0
trlcb@Oradinosaur.com,Annie,Craig,ZK24X93U37,75,0,0
uqpkk@Oradinosaur.com,Beulah,Reid,AP67P64K91,71,0,0
yzkhn@Oradinosaur.com,Harriett,Becker,XB42P78I76,44,1,0
clrnh@Oradinosaur.com,Eliza,Horton,EO88D50D56,74,1,0
ocdwn@Oradinosaur.com,Ricky,Hodges,JA62Y86V16,75,0,0
kuksn@Oradinosaur.com,Glenn,Nichols,GW72O38A37,66,1,0
qqrnc@Oradinosaur.com,Danny,Scott,HT50I81K92,32,1,0
ydomk@Oradinosaur.com,Mark,Holmes,PJ77S21G54,75,1,0
phigw@Oradinosaur.com,Lelia,Perkins,XU66O78Y34,46,0,0
uicmz@Oradinosaur.com,Mayme,Harper,HY36N87P67,74,0,0
abhlp@Oradinosaur.com,Louisa,May,IU53Z62X13,46,0,0
dcoxu@Oradinosaur.com,Logan,Saunders,JY79E91D50,30,1,0
wijaq@Oradinosaur.com,Russell,Cole,BW17W34C29,30,1,0
kpkjv@Oradinosaur.com,Anne,Newton,NL59R66J76,41,0,0
xztng@Oradinosaur.com,Don,Vega,CL30V12M44,56,1,0
akeeb@Oradinosaur.com,Elijah,Owen,KK55W60U50,49,0,0
kqzvs@Oradinosaur.com,Edward,Powell,UR35A25X15,52,1,0
wzwut@Oradinosaur.com,Scott,Martin,KP79E64C71,84,1,0
nqjof@Oradinosaur.com,Isabella,Cunningham,ZT38J17S43,62,1,0
zwiop@Oradinosaur.com,Jordan,McGuire,VX65V65B77,18,1,0
txdcr@Oradinosaur.com,George,Shaw,TX22U12W93,40,0,0
fjcam@Oradinosaur.com,Mittie,Sandoval,PF51G72M33,31,0,0
bhpth@Oradinosaur.com,David,Hamilton,ON25S69D59,71,0,0
nszjf@Oradinosaur.com,Gilbert,Atkins,WZ83D13U42,49,0,0
atqld@Oradinosaur.com,Lester,Tyler,SG29C65G42,56,0,0
fgvve@Oradinosaur.com,Wayne,Mendez,OX44Z97T98,98,1,0
wzzhb@Oradinosaur.com,Amanda,Austin,ZE74A24A67,32,1,0
dzlgp@Oradinosaur.com,Ralph,Sharp,BN57L62R49,73,0,0
mfkwa@Oradinosaur.com,Georgia,Mathis,DG50P23O63,14,0,0
jincy@Oradinosaur.com,Eugenia,Becker,SP20V57W55,71,0,0
zykwz@Oradinosaur.com,Bertha,Guzman,DM10P62M37,15,0,0
vgzwv@Oradinosaur.com,Lucinda,Wade,JC83D61J51,80,1,0
dwdng@Oradinosaur.com,Erik,Klein,SN11M48M35,80,0,0
jomvb@Oradinosaur.com,Anne,Santos,MO61T68L13,13,1,0
vuvba@Oradinosaur.com,Jeremy,Harris,OM41G20H82,12,0,0
oiqor@Oradinosaur.com,Daisy,Vaughn,AK16U64R18,58,0,0
cohyw@Oradinosaur.com,Lena,Walters,YV14N63T98,80,0,0
euaer@Oradinosaur.com,Seth,Bowen,XY63K28T49,81,0,0
hicmp@Oradinosaur.com,Birdie,Hunt,PJ32Y52X91,98,1,0
qyitb@Oradinosaur.com,Irene,Brewer,WY73O91B16,22,1,0
mhmoo@Oradinosaur.com,Raymond,Fletcher,QV87V36W97,21,0,0
twrxo@Oradinosaur.com,Victoria,Morris,HF43H45K18,86,0,0
knhcc@Oradinosaur.com,Steven,Baldwin,HK16G20P74,42,1,0
jrmzs@Oradinosaur.com,Walter,Jackson,VU43X15A20,46,1,0
vuuav@Oradinosaur.com,Louisa,Porter,XZ76M78Y72,76,1,0
cklue@Oradinosaur.com,Joshua,Guerrero,CR13T30K73,40,1,0
esnrx@Oradinosaur.com,Lucy,Roy,PF91V61V24,84,0,0
cuafe@Oradinosaur.com,Lloyd,Brown,RD92E29N41,76,0,0
vnrgh@Oradinosaur.com,Shane,Allison,QP98C49J15,31,0,0
hdsfa@Oradinosaur.com,Edwin,Dunn,RT27F10E26,66,0,0
ybpkg@Oradinosaur.com,Chester,Huff,PE46J16S50,78,0,0
fkvzi@Oradinosaur.com,Tyler,Guerrero,LD94Z74E94,25,1,0
cgnvx@Oradinosaur.com,Tommy,Keller,PF86R14R78,82,1,0
aaftj@Oradinosaur.com,Clarence,Woods,IS68U17G26,76,0,0
iapll@Oradinosaur.com,Justin,Carroll,CQ76R93Y38,33,1,0
wmcmv@Oradinosaur.com,Ella,Stevenson,OY42A74J76,99,0,0
vjirk@Oradinosaur.com,Henry,Price,MO48Z19H78,32,0,0
shobt@Oradinosaur.com,Frank,McGee,OV59P20N26,36,1,0
uruvr@Oradinosaur.com,Mittie,Norton,CV41H61M98,90,1,0
ueujj@Oradinosaur.com,Jonathan,Graves,LV72H81W34,99,0,0
mkeij@Oradinosaur.com,Myrtie,Vaughn,OU36Q53J17,38,1,0
jineq@Oradinosaur.com,Fred,Singleton,NC97J75H18,58,0,0
etonw@Oradinosaur.com,Michael,Lambert,EC17O28V96,37,1,0
ovaeh@Oradinosaur.com,Alejandro,Jacobs,GG35R20Z87,21,1,0
vcsfy@Oradinosaur.com,Ian,Wilkins,XC63O34U99,15,1,0
kuelw@Oradinosaur.com,Wayne,Marsh,MT33G41T67,100,0,0
dzera@Oradinosaur.com,Joseph,Walters,CM39T13B22,25,1,0
xdrol@Oradinosaur.com,Adelaide,Summers,LX32V46A25,54,0,0
nbnln@Oradinosaur.com,Olga,Carter,BO13E23X51,18,0,0
ghkgy@Oradinosaur.com,Gary,Kim,AS61R25N77,99,1,0
ghswp@Oradinosaur.com,Keith,Paul,OA45I70M94,89,1,0
kkjpg@Oradinosaur.com,Edward,McLaughlin,QD65D62V97,51,1,0
gxntm@Oradinosaur.com,Violet,Jenkins,DY63M79P46,38,1,0
wlkic@Oradinosaur.com,Nell,Hale,YJ91I77B40,65,1,0
umjyy@Oradinosaur.com,Jacob,Grant,LF40L30N27,35,1,0
vpitd@Oradinosaur.com,Jeff,Schneider,HV11A57G39,73,0,0
odfmk@Oradinosaur.com,Charlotte,Hicks,JF87S50W43,54,0,0
xucmq@Oradinosaur.com,Edith,Hoffman,NW82Z69I49,76,0,0
plyev@Oradinosaur.com,Flora,Gilbert,SU58W16I49,28,1,0
dwtsh@Oradinosaur.com,Johnny,Mendoza,VO44H52U65,98,1,0
ipsfs@Oradinosaur.com,John,McCormick,VC59B51J31,91,0,0
mtdjd@Oradinosaur.com,Lee,Moody,VA84N30D50,90,1,0
jqlbo@Oradinosaur.com,Kyle,Lewis,UO75D90S54,41,1,0
zagkm@Oradinosaur.com,Jennie,Nelson,BB65L15L72,26,1,0
kymuk@Oradinosaur.com,Frank,Anderson,SF25D82V76,56,1,0
sjkmu@Oradinosaur.com,Eliza,May,MV11X34C39,28,1,0
aaddo@Oradinosaur.com,Eula,Curtis,MK87P57A34,15,0,0
gzkhl@Oradinosaur.com,Jeffrey,Underwood,KX81T71J80,24,1,0
bmigz@Oradinosaur.com,Darrell,Todd,SN56X78G30,66,0,0
qnmor@Oradinosaur.com,Mary,Mann,BV93W66W10,75,1,0
mpcin@Oradinosaur.com,Carolyn,Grant,LH37F25F81,89,0,0
cybgy@Oradinosaur.com,Stella,Carroll,VK53M89C47,14,0,0
fepfh@Oradinosaur.com,Nelle,Lynch,RS77T24J48,81,1,0
wjrqh@Oradinosaur.com,Cecilia,Holt,QC54H51S80,23,0,0
xhthy@Oradinosaur.com,Hattie,Flores,II96M21R99,97,0,0
xnzej@Oradinosaur.com,Lewis,Sutton,QF45X62G51,98,1,0
kbqpk@Oradinosaur.com,Edgar,Estrada,DF53A68L24,58,0,0
zbnaj@Oradinosaur.com,Nettie,Bridges,KZ91L10K47,15,1,0
ojxzo@Oradinosaur.com,Nellie,Dunn,VO55H27K73,25,1,0
mivly@Oradinosaur.com,Darrell,Boone,UV42Z37E52,87,1,0
mqsan@Oradinosaur.com,Carl,Yates,XM69Q10X27,48,1,0
unguo@Oradinosaur.com,Henry,Miller,NR91M42U74,100,1,0
asjcv@Oradinosaur.com,Christine,West,DP23W62W25,67,1,0
hpydx@Oradinosaur.com,Leon,Crawford,YW91R72N42,51,1,0
vlqyd@Oradinosaur.com,Hannah,Franklin,WG92K33O47,75,0,0
jtckt@Oradinosaur.com,Dustin,Reese,ZU55U17C45,25,0,0
csjoy@Oradinosaur.com,Vera,McKenzie,UP51P79W60,35,0,0
tldgc@Oradinosaur.com,Agnes,Wolfe,VE44Q10P44,61,1,0
feyba@Oradinosaur.com,Edith,Wright,KY33D62D27,51,1,0
fkvhm@Oradinosaur.com,Ricardo,Wilkerson,EV61H44T66,52,1,0
sjuom@Oradinosaur.com,Frank,Simmons,ZN17Z25K49,31,1,0
mzdxn@Oradinosaur.com,Sean,Herrera,WF54H94J39,31,1,0
ummbe@Oradinosaur.com,Madge,Reynolds,LG23O60O30,81,1,0
shxum@Oradinosaur.com,Luke,Erickson,BE49M76Z84,85,1,0
korrv@Oradinosaur.com,Ethel,Caldwell,IC49T51Y83,53,0,0
oqlsq@Oradinosaur.com,Devin,Jefferson,PT69T65L78,84,1,0
xbphs@Oradinosaur.com,Olive,Bell,VL77E85H70,72,1,0
ocbvv@Oradinosaur.com,Linnie,Moran,PN70W44W62,89,0,0
wxzfq@Oradinosaur.com,Hannah,Thomas,SR77N67L72,77,1,0
ygurf@Oradinosaur.com,Tom,Goodman,XL14P99V37,71,0,0
lmwpz@Oradinosaur.com,Cecelia,Morrison,CB90V44W93,77,0,0
ffiqz@Oradinosaur.com,Justin,Pena,KB63K33E16,15,0,0
cityq@Oradinosaur.com,Loretta,Drake,ST20T62H43,23,0,0
rjuqg@Oradinosaur.com,Hettie,Wade,JO80V75X99,67,0,0
habgk@Oradinosaur.com,Frederick,Casey,FJ72K19S42,24,1,0
gyfxg@Oradinosaur.com,Marc,Collins,RB64F32W43,74,1,0
qpckw@Oradinosaur.com,Theodore,Nguyen,CM65K57K56,47,1,0
rhjcp@Oradinosaur.com,Josie,Wagner,EZ57Y57W24,84,0,0
wfauk@Oradinosaur.com,Lillian,Munoz,CY89K33J75,18,1,0
rqllv@Oradinosaur.com,Olga,Andrews,WC90Y73K51,93,0,0
ojtag@Oradinosaur.com,Isabella,Chavez,BH79N11V26,49,0,0
azbzs@Oradinosaur.com,Elva,Warren,XE49V32G24,48,1,0
qhowo@Oradinosaur.com,Cory,Hicks,GL44K94N80,27,0,0
rxchf@Oradinosaur.com,Ryan,Quinn,KQ85M58X25,16,0,0
tciyv@Oradinosaur.com,Mayme,Peters,CI61J28K91,79,1,0
faoui@Oradinosaur.com,Gertrude,Sanchez,YX75W49O10,63,0,0
wdysm@Oradinosaur.com,Russell,Harvey,TB33N40I45,34,0,0
odptl@Oradinosaur.com,Linnie,Houston,VB43B60A64,13,1,0
gaiab@Oradinosaur.com,Jesus,Evans,JU43H30O10,88,0,0
uchks@Oradinosaur.com,Essie,Jordan,RM87G28C37,80,1,0
lwoac@Oradinosaur.com,Ethel,Estrada,NB73I30B82,17,0,0
iqpnj@Oradinosaur.com,Josie,Day,JU99W20O36,50,1,0
feruj@Oradinosaur.com,Edgar,Haynes,ZG14Y11Z40,49,1,0
fcvpy@Oradinosaur.com,Glenn,Malone,QS25N32P78,57,0,0
aipif@Oradinosaur.com,Rosa,Pearson,KG68H39V68,100,0,0
oufph@Oradinosaur.com,Alvin,Jennings,HG63F38M16,35,1,0
vfgpz@Oradinosaur.com,Brett,White,HJ39S60P26,60,1,0
adqwa@Oradinosaur.com,Alma,Cruz,KA76O66Q48,30,1,0
wogqo@Oradinosaur.com,Amy,Santos,KF11Q94B79,93,1,0
dthga@Oradinosaur.com,James,Tate,NB41T58I83,42,0,0
foqpj@Oradinosaur.com,Jacob,Arnold,YF71S97U43,19,1,0
gpupo@Oradinosaur.com,Joel,Jordan,HN40C92C73,23,0,0
gkwtm@Oradinosaur.com,Mable,Clayton,HT32J13T56,36,1,0
vrbvd@Oradinosaur.com,Fanny,Vargas,VP53O45J53,85,1,0
qwwml@Oradinosaur.com,Addie,Barker,EU46Z60W85,19,1,0
fxtsn@Oradinosaur.com,Michael,Norton,NR29F84P23,18,0,0
kwgwn@Oradinosaur.com,Jordan,Dawson,BG28C45G48,66,1,0
seetg@Oradinosaur.com,Bruce,Lee,JZ79R55H77,99,0,0
lcfbk@Oradinosaur.com,Lois,Guerrero,JM26E10U57,78,1,0
veqnv@Oradinosaur.com,Trevor,Lee,KO73O91S71,25,1,0
rzsau@Oradinosaur.com,Sylvia,Stephens,RX48Y95I93,79,1,0
dwvqh@Oradinosaur.com,Bryan,Cross,IJ47L81H41,76,0,0
wgmvd@Oradinosaur.com,Jared,Holloway,ZC41C95C93,16,1,0
mqmxu@Oradinosaur.com,Todd,King,NV60L32A20,50,1,0
oqbmp@Oradinosaur.com,Johnny,Olson,NA28M10O40,82,1,0
wlefe@Oradinosaur.com,Florence,Barnes,EB72Q33C56,35,1,0
dgmou@Oradinosaur.com,Matthew,Vaughn,FS60L98X53,22,1,0
dsrji@Oradinosaur.com,Jesse,Lawrence,YY18Q24R19,96,0,0
mluib@Oradinosaur.com,Cordelia,Larson,PE79S29C42,82,1,0
zdngb@Oradinosaur.com,Calvin,Park,DS33P55W45,83,0,0
qiddl@Oradinosaur.com,Jay,Baldwin,XY40T96K17,78,1,0
sqqhy@Oradinosaur.com,Craig,Jenkins,WE89Z83N45,93,0,0
lalez@Oradinosaur.com,Josephine,Gomez,IF57W91Y68,78,0,0
nvwsl@Oradinosaur.com,Chester,Reeves,LA65M20K27,22,1,0
toivw@Oradinosaur.com,Harriet,Perry,ZA10X72U98,58,0,0
chflf@Oradinosaur.com,Jorge,Christensen,EU24K37Z12,57,0,0
jdnpj@Oradinosaur.com,Alice,Vega,MX61X75J85,34,0,0
xjxee@Oradinosaur.com,Francis,Reynolds,NZ43S87N57,19,0,0
rqywr@Oradinosaur.com,Mable,Cortez,FF88T39D82,72,1,0
maczr@Oradinosaur.com,Ricky,Hansen,EJ64Y95A18,81,1,0
rkpqw@Oradinosaur.com,Augusta,Patrick,DH21W34R54,63,0,0
ncvro@Oradinosaur.com,Nina,Frank,BH10U84Z74,67,1,0
rsdci@Oradinosaur.com,Ernest,Burke,GX61U34V52,23,0,0
ayleb@Oradinosaur.com,Ora,Walker,ZG92H86S56,43,0,0
cynqp@Oradinosaur.com,Josephine,Neal,DK81K91S90,12,0,0
mclbq@Oradinosaur.com,Madge,Evans,MS39V67D43,26,1,0
fzjnc@Oradinosaur.com,Bertie,Cobb,FD44J16T51,75,1,0
xugep@Oradinosaur.com,Maude,Vega,LB18P49I58,44,1,0
ehwgw@Oradinosaur.com,Lola,Pittman,LI47A48E82,51,0,0
umqmo@Oradinosaur.com,Gertrude,Collier,JH34W44N79,58,1,0
epxli@Oradinosaur.com,Adrian,Park,OP40P79S24,77,1,0
bwohm@Oradinosaur.com,Leo,Estrada,KM63I22N91,44,0,0
vkfoo@Oradinosaur.com,Etta,Carroll,FM47O53L60,34,1,0
yfxea@Oradinosaur.com,Ida,Aguilar,AK51G73S18,92,1,0
qodxw@Oradinosaur.com,Maria,Miles,SV63S29Z52,99,1,0
roohy@Oradinosaur.com,Dollie,Wallace,WE82K77T77,75,1,0
gcenh@Oradinosaur.com,Esther,Carson,QS31R10Q68,44,1,0
